comment,label,processed,processed_baku
KARTU KETELEN DATENG KE CABANG KATA CS NYA HARUS DIHAPUS KARTUNYA BARU BISA DIGANTI BARU DAN HARUS KE TEMPAT ASAL PEMBUATAN. GAJELAS BIKIN RIBET AJA GA GUNA,-1,kartu ketelen dateng cabang cs nya hapus kartu baru bisa ganti baru harus tempat buat gajelas bikin ribet aja tidak guna,kartu dateng cabang cs harus hapus kartu baru bisa ganti baru harus tempat buat bikin aja tidak guna
Bos ATM sy ilang dan sala lupa no kartu No kartu nya gimn ya,0,bos atm sy ilang sala lupa no kartu no kartu nya gimn ya,bos sy dan sala lupa kartu kartu gimn
Coba bisa daptar m bank king oline ngga ya.....!?,0,coba bisa daptar m bank king oline tidak ya,coba bisa m bank oline tidak
Sangat membantu,1,bantu,bantu
Terus improve ya,1,improve ya,improve
Mantul lebih komplit,1,mantul komplit,lebih
Kalau nau regis bca ID harus udah punya m BCA ya?,0,nau regis bca id udah m bca ya,nau bca harus punya bca
Verifikasi emailnya gamasuk2 😡😡😡,-1,verifikasi email gamasuk,verifikasi email
Aplikasi yg sangat tokai,1,aplikasi sangat tokai,aplikasi sangat
Baik sekali sangat membantu,1,baik sangat bantu,baik sangat bantu
Sangat membantu,1,bantu,bantu
Selalu dihati,1,hati,hati
Ribed banget sih sekarang BCA? Segala harus ke atm bca lah . Dikasih B5 biar orang lain tau BCA sekarang ribed,-1,ribed banget sih bca harus atm bca kasih b biar orang lain tau bca ribed,banget sih harus atm lah kasih biar orang lain tau bca sekarang
Sangat membantu,1,bantu,bantu
Sangat memuaskan,1,muas,muas
Ditunggu Bifast nya diaplikasi👍,1,tunggu bifast nya aplikasi,tunggu nya aplikasi
Sangat memuaskan,1,muas,muas
Sangat membantu,1,bantu,bantu
Mantap aplikasi dana nya 👍👍👍👍,1,mantap aplikasi dana nya,mantap aplikasi dana
Selalu yg terdepan... Mantul lah..,1,yang mantul,yang mantul
APLIKASINYA BAGUS. HARUS DI KEMBANGKAN LAGI. LEBIH SUKA INI TAMPILANYA MODERN.,1,aplikasi bagus di kembang lebih suka tampilanya modern,aplikasi bagus di kembang lebih suka tampilanya modern
Sangat membantu,1,bantu,bantu
Fitur My BCA makin lengkap. Keren lah,1,fitur my bca lengkap keren,my makin lengkap keren
Bi Fast sudah bisa di myBCA saya kasih bintang 5,1,bi fast bisa mybca kasih bintang,fast bisa mybca kasih bintang
Ko gk bisa di buka ya,-1,ko tidak bisa buka ya,tidak bisa buka
Bagus.proses aktipkan RIBET..GA..SIMPEL,1,bagus proses aktipkan ribet tidak simpel,bagus proses ribet tidak simpel
Untuk pembayaran dimana ya? Seperti yang di mbca,0,bayar ya yang mbca,bayar ya yang mbca
Suka-suka akulah.,0,suka suka,suka suka
Lebih gampang kelola rekening,1,gampang kelola rekening,gampang kelola rekening
Ribet.. Updet melulu kalo mau di pake.,-1,ribet updet melulu kalo di pake,updet melulu kalo di
Sangat membantu,1,bantu,bantu
brp limit tranfer antar bank kartu debit platinum dari aplikasi mybca?,0,brp limit tranfer bank kartu debit platinum aplikasi mybca,limit antar bank kartu debit platinum aplikasi
Aplikasi yg bagus,1,aplikasi bagus,aplikasi bagus
Tetap dipertahankan,1,tahan,tahan
Sangat membantu,1,bantu,bantu
Sangat membantu,1,bantu,bantu
Sangat memuaskan,1,muas,muas
Aplikasi ok banget,1,aplikasi ok banget,aplikasi banget
masih agak ribet,-1,agak ribet,agak
Kenapa mau login akun baru myBCA Harus verifikasi diri melalui menghubungi halo BCA ?,0,mau login akun baru mybca verifikasi lalu hubung halo bca,mau akun baru harus verifikasi lalu hubung halo
Sangat membantu,1,bantu,bantu
Baru download sudah terblokir,-1,baru download blokir,baru sudah blokir
Ditunggu fitur Login via Biometrik.,1,tunggu fitur login via biometrik,tunggu login via
Ditunggu updatenya ❤️,1,tunggu updatenya,tunggu
Lumayan membantu,1,lumayan bantu,lumayan bantu
Akun BCA tidak bisa kebuka,-1,akun bca tidak bisa buka,akun tidak bisa buka
Verifikasi nya ribet,-1,verifikasi nya ribet,verifikasi ribet
BCA tabunganku apa bisa menggunakan fasilitas my BCA?,0,bca tabung bisa guna fasilitas my bca,tabung bisa guna fasilitas bca
Sangat memudahkan ..,1,mudah,mudah
Keren bisa brapa rek bersamaan..BCA sll yg terdepan,1,keren bisa brapa rek bca sll depan,keren bisa rek bca yang
Kurang topup flazz,-1,topup flazz,topup
Menyimpan uang /U/buka Rekening Di BANK BCA (BANK CENTRAL ASIA),0,simpan uang u buka rekening bank bca bank central asia,simpan uang buka rekening bank bank asia
Paling keren dehhh,1,keren dehhh,keren
Berapa kali buat bca id gagal terus Parah,-1,kali bca id gagal parah,kali bca gagal parah
Ribet jangan diinstal👎,-1,ribet diinstal,jangan
BCA semakin mantap!,1,bca mantap,makin mantap
Banyak manfaat nya,1,manfaat nya,manfaat
Aplikasitiba2 tertunda,-1,aplikasitiba tunda,tunda
Daftar gagal terosss...,-1,daftar gagal terosss,daftar gagal
Sangat membantu,1,bantu,bantu
Sangat membantu,1,bantu,bantu
MAkasih membantu sekali...,1,makasih bantu,bantu
Baik d cepat,1,baik d cepat,baik cepat
Bca id nya apa ? Ko ga bisa,-1,bca id nya ko tidak bisa,id apa tidak bisa
aku baru dowlot aku kasi bintang 3 dulu klw baqus aku kasi bintang 5,0,baru dowlot kasi bintang klw baqus kasi bintang,baru aku kasi bintang klw aku kasi bintang
Untuk membuat akun my BCA apa harus ke bank ya,0,buat akun my bca harus bank ya,buat akun bca harus bank
Apa kelebihan Mybca dibanding mbca?,0,lebih mybca banding mbca,lebih banding
Apk gk jelas banget,-1,apk tidak jelas banget,tidak jelas banget
Sangat berguna,1,guna,guna
Sangat membantu,1,bantu,bantu
Selamat malam maaf mau bertanya bedanya BCA mobile dgn my BCA apa yah,0,selamat malam maaf tanya beda bca mobile dgn my bca yah,selamat malam maaf tanya beda mobile my apa
pelayanan buruk dr pagi tggu tlp verifikasi myBCA eh malah d batalin 😡😡 .. seenaknya batalin laporan tnpa telepon gk profesional 👎👎👎👎👎👎,-1,layan buruk dr pagi tggu tlp verifikasi mybca eh d batalin enak batalin lapor tnpa telepon tidak profesional,layan buruk pagi tlp verifikasi eh d enak lapor telepon tidak profesional
Mantaap lebih mudah dan canghih,1,mantaap mudah canghih,lebih mudah canghih
bagus.. oke lah...,1,bagus oke,bagus oke
Saya hanya mau tanya utk masukin no rek yg lain bgmn,0,hanya tanya utk masukin no rek lain bgmn,hanya tanya masukin rek lain
Keblokir tanpa sebab,-1,blokir sebab,blokir sebab
Bedanya sama BCA mobile apa min?,0,beda bca mobile min,beda bca apa min
"Mantap BCA, Saya mau EDC BCA 😁",1,mantap bca mau edc bca,mantap saya edc
3bintang dlu kl bgus sy tambahin lg,0,bintang dlu kl bagus sy tambahin lg,bintang kl bagus tambahin
Gk bisa register knp yh,0,tidak bisa register yh,tidak bisa register yh
Gak jual beli mata uang asing,-1,tidak jual beli mata uang asing,tidak jual beli mata uang asing
Mantap aplikasinya,1,mantap aplikasi,mantap aplikasi
Mantap banget cuyyy👍👍,1,mantap banget cuyyy,mantap banget
Sangat membantu saya,1,bantu,bantu
Tolong dipermudah,-1,tolong mudah,tolong mudah
Akhirnya keluar juga,1,keluar,keluar
Buang2 pulsa buat sms,-1,buang pulsa sms,buang pulsa sms
Bisa transfer banyak,1,bisa transfer,bisa transfer
BAGUS !!! FITUR LOGIN FINGERPRINT NYA MANA???,1,bagus fitur login fingerprint nya,bagus login nya
Semakin di depan👍,1,di,di
tiba2 akun terblokir g tau knp,-1,akun blokir tidak tau,akun blokir tidak tau
Keren aplikasinya,1,keren aplikasi,keren aplikasi
Kok lama prosesnya,-1,lama proses,lama proses
Aplikasi ya ringan,1,aplikasi ya ringan,aplikasi ringan
Habis 30K gagal trus mengaitkan dengan Nomer ATM,-1,habis k gagal trus kait nomer atm,habis gagal kait nomer
Sangat berguna,1,guna,guna
Pembayaran dengan QR code kapan,0,bayar qr code,bayar qr kapan
Ok banget Mantap,1,ok banget mantap,banget mantap
Semakin mantap,1,mantap,mantap
Senan dan sangat mudah aman Tq BCA,1,sen sangat mudah aman tq bca,sen sangat mudah aman bca
Tolong aktifkan transfer saya,0,tolong aktif transfer,tolong aktif transfer
Cepat up datenya,1,cepat up datenya,cepat datenya
Pelayanan di cs Cirebon lelet,-1,layan cs cirebon lelet,layan cs lelet
Terima kasih BCA atas pelayanannya,1,terima kasih bca layan,terima kasih atas layan
Kesini makin mantep...,1,kesini mantep,kesini mantep
"Ok, enak pakai nya. 👍",1,ok enak pakai nya,enak pakai
Mantap bca..trus peningkatan,1,mantap bca trus tingkat,mantap trus tingkat
Gagal wae duh ieu teh . Bikin ID.. pdhlmah da sdh btul min,-1,gagal wae duh ieu teh bikin id pdhlmah da sdh min,gagal duh teh bikin pdhlmah sdh min
respon lelet susah buat id bca,-1,respon lelet susah id bca,lelet susah id
ID MyBca saya diblokir oleh pihak bank,-1,id mybca blokir pihak bank,mybca blokir pihak bank
My bca saya terblokir gimna cara mengakses ulng untuk memakai my bca lgi,0,my bca blokir gimna akses ulng pakai my bca lgi,bca blokir cara akses untuk pakai bca
mudah transfer ke sesama BCA,1,mudah transfer sama bca,mudah transfer sama
Akses ke mybca di tolak,-1,akses mybca tolak,akses mybca tolak
Aplikasi yg mantap,1,aplikasi mantap,aplikasi mantap
Bca kok gk simpel sih. K,-1,bca tidak simpel sih k,kok tidak simpel sih
Semoga tambah bermanfaat,1,moga manfaat,moga manfaat
Mantap.. Pokoknya,1,mantap pokok,mantap pokok
Gimana caranya ingin tau saldo di ATM BCA saya? Terimakasih.,0,gimana ingin tau saldo atm bca terimakasih,cara tau saldo atm saya
"NGK JELAS,MO DAFTAR NGK BISA2 ANEH AKHIRNYA UNINSTAL AJA DEH...",-1,tidak jelas mo daftar tidak bisa aneh uninstal aja deh,tidak jelas daftar tidak bisa aneh uninstal aja deh
Ngga bisa login,-1,tidak bisa login,tidak bisa
Membantu sekali,1,bantu,bantu
Baru mencoba download,0,baru coba download,baru coba
MyBCA BAGUS SEKALI. SANGAT BAIK.,1,mybca bagus sangat baik,bagus sangat baik
APLIKSI BEJAD CUMAN KURAS PULSA PENGGUNA !!!!!,-1,apliksi bejad cuman kuras pulsa guna,bejad cuman kuras pulsa guna
Baik servisnya,1,baik servis,baik servis
Gagal login muluk,-1,gagal login muluk,gagal muluk
Kenapa keteranGan Bca Id diblokir,-1,terang bca id blokir,terang id blokir
Membantu sekali 🤝,1,bantu,bantu
Bank bca sangat memuaskan nasabah,1,bank bca muas nasabah,bank sangat muas nasabah
Bagus..sangat membantu,1,bagus bantu,bagus bantu
Bagus app nya,1,bagus app nya,bagus nya
hubungan atwa kampirmasi saya gada ttp di cch str kcch warung ku wrung dmn atuh sbgai2orang,0,hubung atwa kampirmasi gada ttp cch str kcch warung ku wrung dmn atuh sbgai orang,hubung kampirmasi gada di str warung wrung atuh orang
Semoga maksimal,1,moga maksimal,moga maksimal
Mudah digunakan,1,mudah guna,mudah guna
Bedanya sama BCA mobile apa? Yang bikin myBCA lebih unggul apa?,0,beda bca mobile yang bikin mybca unggul,beda bca bikin lebih unggul apa
Bujangenam ni mybca,-1,bujangenam ni mybca,ni
Cukup menegangkan,-1,tegang,tegang
Bagus sekali,1,bagus,bagus
Maksimalkan bosku,1,maksimal bos,maksimal bos
Menyenangkan,1,senang,senang
Bikin id kok gagal terus,-1,bikin id gagal,bikin kok gagal
"Satu kata saja ""RIBET""",-1,kata ribet,kata ribet
Perlu perbaikan,-1,baik,baik
Mantap👍👍👍 BCA memang slalu di depan,1,mantap bca slalu depan,mantap memang di
GANGGUAN TERUSSSSSSS !!!!!,-1,ganggu terusssssss,ganggu
Kurang memuaskan,-1,muas,muas
Sekelas BCA Ternyata Ribet bgt system nya,-1,kelas bca nyata ribet bgt system nya,kelas nyata bgt nya
Mudah digunakan,1,mudah guna,mudah guna
"myBCA, Mantap Oke, Keren.",1,mybca mantap oke keren,mantap oke keren
BCA gak ada lawan.......josss gandos,1,bca tidak lawan josss gandos,tidak lawan gandos
Ngatur keuangan dlm genggaman,1,ngatur uang dlm genggam,uang genggam
Login harus hubungi bca call,-1,login hubung bca call,harus hubung call
"Kesini gara"" bang david gadgetin😁",0,kesini gara bang david gadgetin,kesini bang gadgetin
Keren. Ini yg saya tunggu.,1,keren yang tunggu,keren yang tunggu
Tumben sekelas BCA rekrut team IT nya tolol,-1,tumben kelas bca rekrut team it nya tolol,tumben kelas rekrut it tolol
"Transfer aja kudu pake pulsa,,,hadeh my BCA payah",-1,transfer aja kudu pake pulsa hadeh my bca payah,transfer aja kudu pulsa my payah
Berharap bisa menyelsaikan mslah..,0,harap bisa menyelsaikan mslah,harap bisa mslah
Saya mau coba dlu ...ah,0,mau coba dlu ah,mau coba ah
Mantap djiwaaa,1,mantap djiwaaa,mantap
Aku hanya punya BCA,1,hanya bca,hanya bca
Ok banget aplikasi mynbca,1,ok banget aplikasi mynbca,banget aplikasi
Baik sekali,1,baik,baik
Baik sekali,1,baik,baik
Bagus sekali,1,bagus,bagus
Baik.Memuaskan,1,baik muas,baik muas
Bca oke bgt,1,bca oke bgt,oke
Tiba tiba bca id terblokir,-1,tiba bca id blokir,tiba id blokir
JANGAN PAKE BI FAST DANA SAYA KETAHAN 50JUTA TF PAKE BI FAST KEPENDING MALAH DANA KETAHAN SAMPE 2MINGGU,-1,pake bi fast dana tahan juta tf pake bi fast pending dana tahan sampe minggu,pake fast dana tahan juta pake fast pending dana tahan minggu
Ribet bolak balik hbisin pulsa,-1,ribet bolak hbisin pulsa,bolak hbisin pulsa
Berguna bagi orang yang sibuk,1,guna orang sibuk,guna orang sibuk
Tidak bisa QRIS,-1,tidak bisa qris,tidak bisa
BANK plat merah mah jaauuuuuuh....,-1,bank plat merah mah jaauuuuuuh,bank merah mah
Makin keren aja BCA,1,keren aja bca,keren aja
4 dlu.. Klu reges gampang tambah5,0,dlu klu reges gampang,klu reges gampang
Saya Bangga menjadi Bagian dari BCA 🔥🔥🔥,1,bangga bagi bca,bangga bagi bca
Membantu banget,1,bantu banget,bantu banget
Inovasi luar biasa,1,inovasi luar,inovasi luar
"Kereen, pulsa saya habis",1,kereen pulsa habis,pulsa habis
Bagus terpercaya,1,bagus percaya,bagus percaya
Bank Asia terkeren,1,bank asia keren,bank keren
masa percobaan,0,coba,coba
LAYANAN 24JAM HALO BCA (0811 2818 40),0,layan jam halo bca,layan jam halo
Dekat dengan kediaman saya,0,dengan diam,dengan diam
BCA...SELALU UPDATE..MAKIN KEREN,1,bca update keren,selalu makin keren
Terima kasih BCA.,1,terima kasih bca,terima kasih
Baru na coba ya,0,baru na coba ya,baru coba
Min.....tambahin fitur jual beli emas,0,min tambahin fitur jual beli emas,min fitur jual beli emas
Meludah kn bertransaksi,-1,ludah kn transaksi,ludah transaksi
Jayalah selalu BCA,1,jaya bca,jaya bca
Bagus sekali,1,bagus,bagus
Membantu sekali,1,bantu,bantu
Memudahkan cek account di BCA,1,mudah cek account bca,mudah cek di
Membantu sekali,1,bantu,bantu
Knpa tidak bisa di donlod,-1,tidak bisa donlod,tidak bisa donlod
myBCA Saya Suka.,1,mybca suka,saya suka
Tidak pernah hang,1,tidak hang,tidak hang
Uang Masuk Sinyal Kntr.DSDR,0,uang masuk sinyal kntr dsdr,uang masuk sinyal dsdr
Semoga lebih baik,1,moga baik,moga baik
Terima kasih Bca.,1,terima kasih bca,terima kasih
Jos banget sangat membantu,1,jos banget bantu,banget bantu
Terus kembangkan,1,kembang,kembang
Aman terpercaya,1,aman percaya,aman percaya
Enakan bca mobile,-1,enak bca mobile,enak mobile
Ga bisa di pakai,-1,tidak bisa pakai,tidak bisa pakai
BCA LUAR BIASA,1,bca luar,luar
Sering banget apdet,-1,banget apdet,banget
Bagus dan inovasi,1,bagus inovasi,bagus inovasi
Makin yakin sm bca,0,yakin sm bca,yakin bca
Pokok e...pol👍,1,pokok e pol,pokok pol
"Mantap, inovasi terkini dari BCA",1,mantap inovasi dari bca,mantap inovasi dari
Gabagus nih app nya,-1,gabagus app nya,nih nya
Kayaknya boleh coba,0,kayak coba,kayak coba
"Ribet,, Gx kaya mbca",-1,ribet tidak kaya mbca,tidak kaya
Mantul sekali👍👍👍,1,mantul,sekali
7 rekening dalam 1 HP. 👍👍,1,rekening hp,rekening hp
Bca terbaik 🥰,1,bca baik,baik
Gabisa regritasi su,-1,tidak bisa regritasi su,tidak bisa su
luar biasa bca,1,luar bca,luar bca
my bca memang oke,1,my bca oke,bca oke
Lupa nak bisa,0,lupa nak bisa,lupa nak bisa
Koqgabisabuka aplikasi mybca,-1,koqgabisabuka aplikasi mybca,aplikasi
Penggunaan ribet,-1,guna ribet,guna
Mantaap betul BCA,1,mantaap bca,betul
baik sekali,1,baik,baik
Memang yg terbaik,1,yang baik,yang baik
mash enakan mBCA seriusan,-1,mash enak mbca serius,enak serius
AG dan berdoa dan,0,ag doa,doa dan
Bingung bgst gua,-1,bingung bgst gua,bingung gua
PIN MYBCA DI BLOKIR,-1,pin mybca blokir,pin di blokir
Yg terbaik,1,baik,baik
Sngt memudahkan,1,sngt mudah,mudah
Ok ok aja bro,1,ok ok aja bro,ok aja
Ok bnget sip,1,ok bnget sip,bnget sip
Mntap pokok ny,1,mntap pokok ny,pokok
Blm sy ciba,0,sy ciba,sy
Hmm..bingung jadiny,-1,hmm bingung jadiny,bingung
Dicoba dulu,0,coba,coba
Sangt suka BCA,1,sangt suka bca,suka
Saya baru coba,0,baru coba,baru coba
Suip tenan,1,suip tenan,tenan
Ko aku terbelokir si,-1,ko terbelokir si,aku si
Memudahkan,1,mudah,mudah
Sudah oke aplikasi nya 👍👍,1,oke aplikasi nya,oke aplikasi
Sangat baik,1,baik,baik
gimana cara upload my bca,0,gimana upload my bca,cara my
Verif email aja error,-1,verif email aja error,email aja
Kereeeeennnn deh,1,kereeeeennnn deh,deh
Buruk,-1,buruk,buruk
Aplikasi eror di s20 fe Android 12,-1,aplikasi error s fe android,aplikasi di fe
Good job,1,good job,job
Sangat bagus,1,bagus,bagus
Mantap,1,mantap,mantap
Mantap,1,mantap,mantap
"GrandUpdate dong,masa BCA jauh tertinggal dengan yg lain.Terlalu ribet jika dibuat pilihan antara MyBCA dengan BCAmobile punya lebih dari 1 Rekening BCA kudu 2 HP utk transaksi finansial yg komplit.Pakai 1 Aplikasi MyBCA utk 2 rekening namun transaksi finansial gak fleksibel masih minim fitur walaupun ada penambahan baru.Buat semua transaksi finansial di 1 kesatuan Aplikasi gak perlu dipisah seperti sekarang,ada BCAmobile ada pula MyBCA jadi pemborosan,gak banget dah BCA !",-1,grandupdate masa bca tinggal lain ribet pilih mybca bcamobile lebih rekening bca kudu hp utk transaksi finansial yang komplit pakai aplikasi mybca utk rekening transaksi finansial tidak fleksibel minim fitur baru buat semua transaksi finansial satu aplikasi tidak pisah sekarang bcamobile ada pula mybca boros tidak banget dah bca,dong tinggal lain ribet pilih bcamobile lebih rekening kudu utk transaksi finansial yang komplit pakai aplikasi utk rekening transaksi finansial tidak fleksibel minim walaupun tambah baru buat semua transaksi finansial satu aplikasi tidak pisah sekarang bcamobile pula mybca jadi boros tidak banget dah bca
"Harus nya di tambahin fitur buat top up dana, gopay, shopeepay dll. Biar simple",-1,nya tambahin fitur top up dana gopay shopeepay dll biar simple,nya tambahin buat top dana shopeepay biar
Sangat membantu dalam management manay di my Bca,1,bantu management manay my bca,bantu management di bca
Ada rekening koran tiap bulan. Woww... Thanks a lot.,1,rekening koran bulan woww terimakasih a lot,rekening koran bulan terimakasih lot
Tidak bisa download ataupun share e-statement,-1,tidak bisa download share e statement,tidak bisa atau e
Verifikasi susah,-1,verifikasi susah,verifikasi susah
Susah login,-1,susah login,susah
It work,1,it work,work
Mantap abis,1,mantap abis,mantap abis
Bagus,1,bagus,bagus
bagus,1,bagus,bagus
Puas pake my bca,1,puas pake my bca,puas my
Very good apk,1,very good apk,good
My BCA.. Good,1,my bca good,bca
Sangat mebantu sekali,1,mebantu,mebantu
Mantap BCA,1,mantap bca,mantap
mantap,1,mantap,mantap
Bagus,1,bagus,bagus
Baik,1,baik,baik
This app so dope,1,this app so dope,app dope
